Hướng;Đường trước nhà(m);Loại BDS;Pháp lý;Số lầu;Số phòng ngủ;Giá(Tỷ);Diện tích(m2);Địa chỉ;Tỉnh/ Thành phố;Quận/ Huyện;Mật độ dân số (người/km²);GDPD(%)
_;15.0;0;1;5;6;13.8;95.0; Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;10.0;0;1;6;6;7.9;50.0; Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;5;14.0;173.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;4;4;6.3;55.0; Đường Lê Hữu Trác, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;4;4;10.0;90.0; Đường Hữu Hưng, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;17.0;0;1;5;4;17.5;86.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;12.0;0;1;5;5;12.0;110.0; Đường Văn Khê, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;4;10.3;60.0; Đường Lê Trọng Tấn, Xã An Khánh, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;17.0;0;1;5;6;39.8;218.0; Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội;3;Nam Từ Liêm;8.364;6.27
_;12.0;0;1;6;5;14.0;75.0; Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;17.0;0;1;3;5;21.0;228.0; Đường Văn Khê, Phường Phú Lương, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;24.0;0;1;4;5;43.0;200.0; Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;17.0;0;1;7;6;17.0;98.0; Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;3;5;18.0;120.0; Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;21.0;0;1;4;6;48.0;141.0; Phố Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;21.0;0;1;4;6;48.0;141.0; Phố Ngụy Như Kon Tum, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;15.0;0;0;2;4;15.0;252.0; Đường Phan Văn Trị, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;40.0;0;1;4;3;16.0;100.0; Đường Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;40.0;0;1;5;4;40.0;137.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;80.0;0;0;4;3;26.0;96.0; Đường Ven Biển Lộc An - Bình Châu, Xã Xuyên Mộc, Huyện Xuyên Mộc, Bà Rịa Vũng Tàu;0;Xuyên Mộc;220.0;0
Tây Nam;14.0;0;1;3;4;8.5;78.0; Đường số 1, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
Tây Bắc;10.0;0;1;4;4;3.95;44.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Đông Bắc;10.0;0;1;4;4;3.1;48.0; Quốc Lộ 5, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;10.0;0;0;4;4;3.0;48.0; Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
Nam;10.0;0;1;4;4;3.0;50.0; Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng;4;Hồng Bàng;6.628;10.34
_;20.0;0;1;5;4;21.5;70.0; Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
Đông Nam;18.0;0;1;1;1;43.5;1.542; Đường Nguyễn Hữu Cầu, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
_;12.0;0;1;3;5;26.0;200.0; Đường B3, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;8.0;0;1;4;6;14.9;180.0; Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;15.0;0;1;4;5;23.0;198.0; Đường Trần Quang Cơ, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
Đông Bắc;17.0;0;1;1;1;12.0;490.0; Đường số 7, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
_;6.0;0;1;4;5;20.8;180.0; Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;20.0;0;1;3;4;87.0;650.0; Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;7.0;0;1;4;6;65.0;270.0; Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;12.0;0;1;4;8;28.0;192.0; Đường Số 3, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;8.0;0;1;1;2;4.89;589.0; Quốc lộ 15, Xã An Phú, Huyện Củ Chi, Hồ Chí Minh;7;Củ Chi;1.063;5.81
_;10.0;0;1;3;5;21.98;375.0; Đường Nguyễn Oanh, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh;7;Quận 12;11.745;5.81
_;5.0;0;1;2;4;6.19;355.0; Đường An Phú Đông 25, Phường An Phú Đông, Quận 12, Hồ Chí Minh;7;Quận 12;11.745;5.81
_;10.0;0;1;4;4;10.79;119.0; Đường An Phú Đông 3, Phường An Phú Đông, Quận 12, Hồ Chí Minh;7;Quận 12;11.745;5.81
_;6.0;0;1;3;6;14.99;688.0; Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh;7;Quận 12;11.745;5.81
_;20.0;0;1;3;5;45.0;289.0; Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;7.0;0;0;6;6;14.5;90.0; Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;12.0;0;1;4;5;28.0;250.0; Đường Số 1B, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
Tây Bắc;36.0;0;0;3;6;14.5;525.0; Đường Lê Lợi, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
_;12.0;0;0;4;5;26.0;210.0; Đường Trục, Phường 13, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;10.0;0;0;1;3;13.5;350.0; Đường A2, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
Đông Nam;30.0;0;1;3;4;4.5;100.0; Đường A2, Phường Phú Thứ, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
Đông Bắc;15.0;0;1;3;7;13.0;215.0; Đường số 5, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
Đông Nam;12.0;0;1;1;3;5.3;79.0; Đường số 10, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
Đông Bắc;20.0;0;1;4;5;23.8;147.0; Đường số 4, Phường An Bình, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
Tây Bắc;12.0;0;1;2;6;40.0;560.0; Đường 30 Tháng 4, Phường Hưng Lợi, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
Tây Nam;47.0;0;1;2;5;22.0;416.0; Đường số 1B, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
Đông Nam;19.0;0;1;3;5;8.1;72.0; Đường số 3, Phường An Khánh, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
_;12.0;0;0;1;2;8.5;184.0; Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Hồ Chí Minh;7;Nhà Bè;2.06;5.81
_;12.0;0;0;4;5;40.0;180.0; Đường Nguyễn Đình Chính, Phường 9, Quận Phú Nhuận, Hồ Chí Minh;7;Phú Nhuận;33.461;5.81
_;10.0;0;1;4;8;34.0;138.0; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;7;Thủ Đức;4.791;5.81
_;8.0;0;1;3;5;26.0;115.0; Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;10.0;0;0;2;3;30.0;144.0; Đường Nguyễn Thành Ý, Phường Đa Kao, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;10.0;0;1;2;5;42.0;475.0; Đường Nguyễn Kiệm, Phường 9, Quận Phú Nhuận, Hồ Chí Minh;7;Phú Nhuận;33.461;5.81
_;5.0;0;1;3;4;2.7;64.0; A5/ 79 ấp 1 Đường Liên ấp 1-2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh;7;Bình Chánh;2.792;5.81
_;5.0;0;1;2;3;2.45;62.0; A5/43 Đường Liên ấp 1 - 2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh;7;Bình Chánh;2.792;5.81
_;5.0;0;0;3;4;2.75;64.0; Đường Liên ấp 6-2, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh;7;Bình Chánh;2.792;5.81
_;5.0;0;1;2;3;3.19;125.0; Đường Phạm Như Xương, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng;8;Liên Chiểu;2.616;2.58
_;8.0;0;1;2;4;4.8;90.0; Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hoà, Đồng Nai;9;Biên Hòa;4.004;5.3
_;10.0;0;1;5;4;11.6;60.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;5;4;8.2;60.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;5;4;8.2;50.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;4;4;10.6;75.0; Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;5;4;10.6;60.0; Đường Vũ Trọng Khánh, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;5.0;0;0;4;4;7.3;59.0; Đường Dương Lâm, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;0;5;4;16.7;90.0; Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;0;0;4;6;35.0;250.0; Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;0;1;5;4;10.86;69.0; Phố Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;6.0;0;1;5;6;8.38;56.0; Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;4.0;0;1;5;4;7.45;50.0; Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;12.0;0;0;4;5;26.0;210.0; Đường Trục, Phường 13, Quận Bình Thạnh, Hồ Chí Minh;7;Bình Thạnh;23.998;5.81
_;12.0;0;1;4;5;28.0;250.0; Đường Số 1B, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;6.0;0;1;6;4;12.5;75.0; Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;6;3;12.9;60.0; Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;4;3;7.0;75.0; Đường Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;5;5;7.9;55.0; Đường Chu Huy Mân, Phường Phúc Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;3.0;0;1;3;4;6.8;85.0; Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;0;1;5;6;9.5;80.0; Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;10.0;0;1;4;6;26.0;314.0; Đường Ỷ Lan, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội;3;Gia Lâm;2.452;6.27
_;8.0;0;1;5;3;17.0;86.0; Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;7.0;0;1;4;4;12.5;66.0; Đường Bùi Xương Trạch, Phường Định Công, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;10.0;0;1;3;4;13.5;152.0; Đường Thành Thái, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng;8;Cẩm Lệ;4.45;2.58
_;12.0;0;1;4;8;28.0;192.0; Đường Số 3, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh;7;Quận 7;10.088;5.81
_;8.0;0;1;4;5;38.5;160.0; Đường Vành Đai 3, Phường Đại Kim, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;6.0;0;1;2;4;16.0;200.0; Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;10.0;0;1;3;5;10.5;70.0; Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;7.0;0;1;2;6;16.0;160.0; Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;6.0;0;1;5;4;9.0;74.0; Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;10.0;0;1;4;4;9.2;70.0; Đường Cống Lở, Phường 15, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;6.0;0;1;6;5;13.0;75.0; Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
Đông Bắc;20.0;0;1;2;7;18.9;625.0; Đường Cồn Khương, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
Đông Nam;20.0;0;1;1;6;50.0;1.542; Đường Nguyễn Hữu Cầu, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ;2;Ninh Kiều;9.606;5.75
_;21.0;0;1;2;5;12.0;400.0; Đường số 61, Phường Phú Thứ, Quận Cái Răng, Cần Thơ;2;Cái Răng;1.578;5.75
_;7.0;0;1;4;6;65.0;270.0; Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;40.0;0;0;4;6;36.0;160.0; Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;40.0;0;0;5;6;27.5;150.0; Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;4;5;20.8;180.0; Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;15.0;0;1;4;5;23.0;198.0; Đường Trần Quang Cơ, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;8.0;0;1;4;6;14.9;180.0; Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;10.0;0;0;2;6;25.9;827.0; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;6.0;0;0;4;4;8.0;80.0; Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;12.0;0;0;4;6;28.0;250.0; Đường Số 1B, Phường Bình Trị Đông B, Quận Bình Tân, Hồ Chí Minh;7;Bình Tân;15.109;5.81
_;10.0;0;0;5;8;47.0;340.0; Đường Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;10.0;0;0;5;12;54.5;247.0; Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;50.0;0;1;2;5;45.0;192.0; Đường Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;10.0;0;1;2;7;210.0;570.0; Đường Tú Xương, Phường 7, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;10.0;0;1;3;6;92.0;300.0; Đường Nguyễn Thành Ý, Phường Đa Kao, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;20.0;0;1;2;8;66.0;312.0; Đường Phổ Quang, Phường 2, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;8.0;0;1;2;5;32.0;96.0; Đường Nguyễn Siêu, Phường Bến Nghé, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;8.0;0;1;1;5;115.0;239.0; Đường Nguyễn Thành Ý, Phường Đa Kao, Quận 1, Hồ Chí Minh;7;Quận 1;18.523;5.81
_;6.0;0;1;1;4;44.0;230.0; Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;8.0;0;1;3;7;31.0;164.0; Đường Nguyễn Tri Phương, Phường 9, Quận 5, Hồ Chí Minh;7;Quận 5;36.994;5.81
_;6.0;0;1;2;5;40.0;220.0; Đường Vườn Chuối, Phường 4, Quận 3, Hồ Chí Minh;7;Quận 3;38.852;5.81
_;14.0;0;1;1;3;6.0;98.0; Đường Phan Văn Đối, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh;7;Hóc Môn;4.966;5.81
_;28.0;0;1;4;6;45.0;200.0; Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;5.0;0;0;4;4;18.85;80.0; Phố Cửa Bắc, Phường Quán Thánh, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;5.0;0;0;6;5;27.5;95.0; Đường Bưởi, Phường Cống Vị, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;5.0;0;0;6;6;27.5;96.0; Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;5.0;0;0;2;3;7.5;3.3; Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;5.0;0;0;1;3;10.0;3.4; Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội;3;Tây Hồ;6.578;6.27
_;5.0;0;0;6;6;27.2;95.0; Phố Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;12.0;0;1;3;5;26.0;200.0; Đường B3, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh;7;Tân Phú;30.146;5.81
_;8.0;0;0;2;4;58.0;160.0; Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh;7;Quận 10;41.196;5.81
_;10.0;0;0;4;5;17.0;100.0; Đường số 6, Phường 10, Quận Gò Vấp, Hồ Chí Minh;7;Gò Vấp;34.36;5.81
_;10.0;0;1;3;5;14.5;170.0; Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
Tây Bắc;75.0;0;1;2;3;9.0;180.0; Đường Trần Sâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
Tây;75.0;0;1;1;3;10.5;180.0; Đường Trần Sâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng;8;Sơn Trà;2.483;2.58
_;7.0;0;1;6;5;11.5;100.0; Đường Chu Huy Mân, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;6;4;8.599;61.0; Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;8.0;0;1;5;4;18.0;124.0; Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;4.0;0;1;4;5;15.499;150.0; Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;5;4;11.3;78.0; Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;8.0;0;1;5;4;10.5;98.0; Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;6.0;0;1;5;5;12.0;92.0; Đường Thanh Am, Phường Thượng Thanh, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;0;1;6;5;10.2;67.0; Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;8.0;0;1;4;5;17.5;125.0; Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;7.0;0;1;4;4;15.45;103.0; Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;5.0;0;1;5;4;11.5;80.0; Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;12.0;0;1;5;6;16.3;120.0; Đường Mai Chí Thọ, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;10.0;0;1;5;4;9.3;50.0; Bạch Thái Bưởi, Hà Đông. Đường Bạch Thái Bưởi, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;6;5;16.0;50.0; Phố Quang Trung, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội;3;Hoàn Kiếm;25.588;6.27
_;5.0;0;1;5;5;7.5;60.0; Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;10.0;0;1;4;4;8.6;52.0; Đường Đê La Thành, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội;3;Ba Đình;24.119;6.27
_;15.0;0;1;4;5;30.9;170.0; Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;20.0;0;1;5;6;26.0;143.0; Đường Vũ Đức Thận, Phường Việt Hưng, Quận Long Biên, Hà Nội;3;Long Biên;5.394;6.27
_;3.0;0;1;5;6;5.3;50.0; Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội;3;Hai Bà Trưng;29.474;6.27
_;3.0;0;1;5;4;5.98;43.0; Đường  Hồ Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;20.0;0;1;6;10;19.5;95.0; Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;5;16.8;100.0; Xã Tân Triều, Huyện Thanh Trì, Hà Nội;3;Thanh Trì;4.342;6.27
_;20.0;0;1;5;6;13.9;80.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;3;6;29.9;320.0; Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;0;4;4;11.9;55.0; Đường Nguyễn Cảnh Dị, Phường Định Công, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
_;10.0;0;1;4;4;16.0;85.0; Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;15.0;0;1;4;6;17.0;100.0; Đường Bạch Thái Bưởi, Phường Văn Quán, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;4.0;0;1;4;4;13.6;109.0; Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;3;Thanh Xuân;32.255;6.27
_;12.0;0;1;3;4;8.45;50.0; Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;5;5;13.5;90.0; Đường Văn La, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;20.0;0;1;4;4;8.3;48.0; Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;5;5;9.6;50.0; Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;10.0;0;1;6;6;9.4;51.0; Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội;3;Hà Đông;8.021;6.27
_;13.0;0;1;4;4;29.9;314.0; Đường Lê Trọng Tấn, Xã An Khánh, Huyện Hoài Đức, Hà Nội;3;Hoài Đức;3.094;6.27
_;5.0;0;1;5;4;15.0;65.0; Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội;3;Hoàng Mai;12.564;6.27
Đông;16.0;0;1;2;4;28.0;213.0; Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh;7;Tân Bình;21.196;5.81
_;6.0;0;0;2;3;6.8;145.0; Đường Đồng Khởi, Phường Tam Hiệp, Thành phố Biên Hoà, Đồng Nai;9;Biên Hòa;4.004;5.3
